ID	region	location	collection_date	dataset	genus	species	sub_species	Site	blast_note	ID+species
MT149798.1	Africa	Tanzania		blast	Hipposideros	Hipposideros caffer	complex sp. lineage 6			Hipposideros caffer: MT149798.1
MT149792.1	Africa	Tanzania		blast	Hipposideros	Hipposideros caffer	complex sp. lineage 6			Hipposideros caffer: MT149792.1
MN025657.1	Africa	Tanzania		blast	Rhinolophus	Rhinolophus deckenii				Rhinolophus deckenii: MN025657.1
MN025681.1	Africa	Tanzania		blast	Rhinolophus	Rhinolophus fumigatus/eloquens	complex sp. 2 TD-2019			Rhinolophus fumigatus/eloquens: MN025681.1
MN025653.1	Africa	Tanzania		blast	Rhinolophus	Rhinolophus deckenii				Rhinolophus deckenii: MN025653.1
MN025583.1	Africa	Tanzania		blast	Rhinolophus	Rhinolophus cf.	denti/simulator TD-2019			Rhinolophus cf.: MN025583.1
MN025656.1	Africa	Tanzania		blast	Rhinolophus	Rhinolophus deckenii				Rhinolophus deckenii: MN025656.1
MN025661.1	Africa	Tanzania		blast	Rhinolophus	Rhinolophus deckenii				Rhinolophus deckenii: MN025661.1
MN025754.1	Africa	Tanzania		blast	Rhinolophus	Rhinolophus simulator	complex sp. 2 TD-2019			Rhinolophus simulator: MN025754.1
MN025726.1	Africa	Tanzania		blast	Rhinolophus	Rhinolophus hildebrandtii	complex sp. 2 TD-2019			Rhinolophus hildebrandtii: MN025726.1
JQ929286.1	Africa	Tanzania		blast	Rhinolophus	Rhinolophus hildebrandti				Rhinolophus hildebrandti: JQ929286.1
MN025651.1	Africa	Tanzania		blast	Rhinolophus	Rhinolophus deckenii				Rhinolophus deckenii: MN025651.1
MN025721.1	Africa	Tanzania		blast	Rhinolophus	Rhinolophus hildebrandtii	complex sp. 1 TD-2019			Rhinolophus hildebrandtii: MN025721.1
MN025660.1	Africa	Tanzania		blast	Rhinolophus	Rhinolophus deckenii				Rhinolophus deckenii: MN025660.1
MN025662.1	Africa	Tanzania		blast	Rhinolophus	Rhinolophus deckenii				Rhinolophus deckenii: MN025662.1
MN025611.1	Africa	Tanzania		blast	Rhinolophus	Rhinolophus clivosus	complex sp. 1 TD-2019			Rhinolophus clivosus: MN025611.1
MN025615.1	Africa	Tanzania		blast	Rhinolophus	Rhinolophus clivosus	complex sp. 1 TD-2019			Rhinolophus clivosus: MN025615.1
MN025610.1	Africa	Tanzania		blast	Rhinolophus	Rhinolophus clivosus	complex sp. 1 TD-2019			Rhinolophus clivosus: MN025610.1
MN025752.1	Africa	Tanzania		blast	Rhinolophus	Rhinolophus simulator	complex sp. 2 TD-2019			Rhinolophus simulator: MN025752.1
MN025613.1	Africa	Tanzania		blast	Rhinolophus	Rhinolophus clivosus	complex sp. 1 TD-2019			Rhinolophus clivosus: MN025613.1
MN025753.1	Africa	Tanzania		blast	Rhinolophus	Rhinolophus simulator	complex sp. 2 TD-2019			Rhinolophus simulator: MN025753.1
MN025720.1	Africa	Tanzania		blast	Rhinolophus	Rhinolophus hildebrandtii	complex sp. 1 TD-2019			Rhinolophus hildebrandtii: MN025720.1
MN025652.1	Africa	Tanzania		blast	Rhinolophus	Rhinolophus deckenii				Rhinolophus deckenii: MN025652.1
MN025614.1	Africa	Tanzania		blast	Rhinolophus	Rhinolophus clivosus	complex sp. 1 TD-2019			Rhinolophus clivosus: MN025614.1
MN025704.1	Africa	Tanzania		blast	Rhinolophus	Rhinolophus fumigatus/eloquens	complex sp. 4 TD-2019			Rhinolophus fumigatus/eloquens: MN025704.1
MN025654.1	Africa	Tanzania		blast	Rhinolophus	Rhinolophus deckenii				Rhinolophus deckenii: MN025654.1
MN025576.1	Africa	Tanzania		blast	Rhinolophus	Rhinolophus blasii	complex sp. 1 TD-2019			Rhinolophus blasii: MN025576.1
MN025750.1	Africa	Tanzania		blast	Rhinolophus	Rhinolophus simulator	complex sp. 1 TD-2019			Rhinolophus simulator: MN025750.1
MN025659.1	Africa	Tanzania		blast	Rhinolophus	Rhinolophus deckenii				Rhinolophus deckenii: MN025659.1
MN025612.1	Africa	Tanzania		blast	Rhinolophus	Rhinolophus clivosus	complex sp. 1 TD-2019			Rhinolophus clivosus: MN025612.1
MN025755.1	Africa	Tanzania		blast	Rhinolophus	Rhinolophus simulator	complex sp. 2 TD-2019			Rhinolophus simulator: MN025755.1
MN025655.1	Africa	Tanzania		blast	Rhinolophus	Rhinolophus deckenii				Rhinolophus deckenii: MN025655.1
MN025748.1	Africa	Tanzania		blast	Rhinolophus	Rhinolophus simulator	complex sp. 1 TD-2019			Rhinolophus simulator: MN025748.1
MN025722.1	Africa	Tanzania		blast	Rhinolophus	Rhinolophus hildebrandtii	complex sp. 1 TD-2019			Rhinolophus hildebrandtii: MN025722.1
MN025705.1	Africa	Tanzania		blast	Rhinolophus	Rhinolophus fumigatus/eloquens	complex sp. 4 TD-2019			Rhinolophus fumigatus/eloquens: MN025705.1
MN025749.1	Africa	Tanzania		blast	Rhinolophus	Rhinolophus simulator	complex sp. 1 TD-2019			Rhinolophus simulator: MN025749.1
EU436670.1	Africa	"Tanzania: Kilimanjaro, Chome Forest"		blast	Rhinolophus	Rhinolophus simulator				Rhinolophus simulator: EU436670.1
EU436674.1	Africa	"Tanzania: Kilimanjaro, Chome Forest"		blast	Rhinolophus	Rhinolophus clivosus				Rhinolophus clivosus: EU436674.1
EU436676.1	Africa	"Tanzania: Tanga Region, East Usambara Mts."		blast	Rhinolophus	Rhinolophus hildebrandti				Rhinolophus hildebrandti: EU436676.1
JN247043.1	East and south east asia	Thailand		blast	Hipposideros	Hipposideros lylei				Hipposideros lylei: JN247043.1
PQ894463.1	East and south east asia	Thailand	19-Aug-23	blast	Rhinolophus	Rhinolophus pusillus				Rhinolophus pusillus: PQ894463.1
PQ894475.1	East and south east asia	Thailand	19-Aug-23	blast	Rhinolophus	Rhinolophus pusillus				Rhinolophus pusillus: PQ894475.1
PQ894474.1	East and south east asia	Thailand	19-Aug-23	blast	Rhinolophus	Rhinolophus coelophyllus				Rhinolophus coelophyllus: PQ894474.1
KU531356.1	East and south east asia	Thailand: Klong Sai On Waterfall		blast	Rhinolophus	Rhinolophus luctus				Rhinolophus luctus: KU531356.1
KU531359.1	East and south east asia	Thailand: Mae Ja Cave		blast	Rhinolophus	Rhinolophus pearsonii				Rhinolophus pearsonii: KU531359.1
KU531305.1	Africa	"Tunisia: Jendouba, El Feija National Park"		blast	Rhinolophus	Rhinolophus euryale				Rhinolophus euryale: KU531305.1
KU531357.1	Africa	"Tunisia: Nabeul, Grotte d'El Hawariya"		blast	Rhinolophus	Rhinolophus mehelyi				Rhinolophus mehelyi: KU531357.1
KU531358.1	Africa	"Tunisia: Nabeul, Grotte d'El Hawariya"		blast	Rhinolophus	Rhinolophus mehelyi				Rhinolophus mehelyi: KU531358.1
KU531308.1	Africa	"Tunisia: Zaghouan, Mine de Zaghouan"		blast	Rhinolophus	Rhinolophus ferrumequinum				Rhinolophus ferrumequinum: KU531308.1
OP895227.1	Europe and Middle east	Turkey		blast	Rhinolophus	Rhinolophus hipposideros				Rhinolophus hipposideros: OP895227.1
OP895228.1	Europe and Middle east	Turkey		blast	Rhinolophus	Rhinolophus hipposideros				Rhinolophus hipposideros: OP895228.1
OR028782.1	Europe and Middle east	Turkey		blast	Rhinolophus	Rhinolophus ferrumequinum				Rhinolophus ferrumequinum: OR028782.1
KC978631.1	Europe and Middle east	Turkey		blast	Rhinolophus	Rhinolophus hipposideros				Rhinolophus hipposideros: KC978631.1
KC978711.1	Europe and Middle east	Turkey		blast	Rhinolophus	Rhinolophus hipposideros				Rhinolophus hipposideros: KC978711.1
OP895233.1	Europe and Middle east	Turkey		blast	Rhinolophus	Rhinolophus mehelyi				Rhinolophus mehelyi: OP895233.1
KC978444.1	Europe and Middle east	Turkey: Gundogan		blast	Rhinolophus	Rhinolophus hipposideros				Rhinolophus hipposideros: KC978444.1
MT149746.1	Africa	Uganda		blast	Hipposideros	Hipposideros caffer	complex sp. lineage 1			Hipposideros caffer: MT149746.1
MT149747.1	Africa	Uganda		blast	Hipposideros	Hipposideros caffer	complex sp. lineage 1			Hipposideros caffer: MT149747.1
MT149809.1	Africa	Uganda		blast	Hipposideros	Hipposideros caffer	complex sp. lineage 8			Hipposideros caffer: MT149809.1
MN025626.1	Africa	Uganda		blast	Rhinolophus	Rhinolophus clivosus	complex sp. 2 TD-2019			Rhinolophus clivosus: MN025626.1
MN025564.1	Africa	Uganda		blast	Rhinolophus	Rhinolophus alcyone				Rhinolophus alcyone: MN025564.1
MN025728.1	Africa	Uganda		blast	Rhinolophus	Rhinolophus hildebrandtii	complex sp. 2 TD-2019			Rhinolophus hildebrandtii: MN025728.1
MN025567.1	Africa	Uganda		blast	Rhinolophus	Rhinolophus alcyone				Rhinolophus alcyone: MN025567.1
MN025627.1	Africa	Uganda		blast	Rhinolophus	Rhinolophus clivosus	complex sp. 2 TD-2019			Rhinolophus clivosus: MN025627.1
MN025629.1	Africa	Uganda		blast	Rhinolophus	Rhinolophus clivosus	complex sp. 2 TD-2019			Rhinolophus clivosus: MN025629.1
MN025562.1	Africa	Uganda		blast	Rhinolophus	Rhinolophus alcyone				Rhinolophus alcyone: MN025562.1
MN025566.1	Africa	Uganda		blast	Rhinolophus	Rhinolophus alcyone				Rhinolophus alcyone: MN025566.1
MN025565.1	Africa	Uganda		blast	Rhinolophus	Rhinolophus alcyone				Rhinolophus alcyone: MN025565.1
MN025727.1	Africa	Uganda		blast	Rhinolophus	Rhinolophus hildebrandtii	complex sp. 2 TD-2019			Rhinolophus hildebrandtii: MN025727.1
EU436679.1	Africa	"Uganda: Western Province, Ruwenzori Mts."		blast	Rhinolophus	Rhinolophus ruwenzorii				Rhinolophus ruwenzorii: EU436679.1
OR028818.1	Europe and Middle east	Ukraine		blast	Rhinolophus	Rhinolophus ferrumequinum				Rhinolophus ferrumequinum: OR028818.1
OR028817.1	Europe and Middle east	Ukraine		blast	Rhinolophus	Rhinolophus ferrumequinum				Rhinolophus ferrumequinum: OR028817.1
KY652895.1	East and south east asia	Viet Nam	2015	blast	Rhinolophus	Rhinolophus marshalli				Rhinolophus marshalli: KY652895.1
MG560921.1	East and south east asia	Viet Nam		blast	Rhinolophus	Rhinolophus rex	paradoxolophus			Rhinolophus rex: MG560921.1
NC_061980.1	East and south east asia	Viet Nam		blast	Rhinolophus	Rhinolophus rex	paradoxolophus			Rhinolophus rex: NC_061980.1
MG560893.1	East and south east asia	Viet Nam		blast	Rhinolophus	Rhinolophus macrotis				Rhinolophus macrotis: MG560893.1
KY652901.1	East and south east asia	Viet Nam	2013	blast	Rhinolophus	Rhinolophus cf.	siamensis VTT-2017			Rhinolophus cf.: KY652901.1
MN077608.1	East and south east asia	Viet Nam		blast	Rhinolophus	Rhinolophus osgoodi				Rhinolophus osgoodi: MN077608.1
KY652907.1	East and south east asia	Viet Nam	2015	blast	Rhinolophus	Rhinolophus cf.	macrotis Phia Oac VTT-2017			Rhinolophus cf.: KY652907.1
KY652900.1	East and south east asia	Viet Nam	2014	blast	Rhinolophus	Rhinolophus cf.	macrotis VTT-2017			Rhinolophus cf.: KY652900.1
KY652904.1	East and south east asia	Viet Nam	2013	blast	Rhinolophus	Rhinolophus cf.	siamensis VTT-2017			Rhinolophus cf.: KY652904.1
MN077620.1	East and south east asia	Viet Nam		blast	Rhinolophus	Rhinolophus macrotis	episcopus			Rhinolophus macrotis: MN077620.1
MN077607.1	East and south east asia	Viet Nam		blast	Rhinolophus	Rhinolophus osgoodi				Rhinolophus osgoodi: MN077607.1
KY652897.1	East and south east asia	Viet Nam	2014	blast	Rhinolophus	Rhinolophus rex	paradoxolophus			Rhinolophus rex: KY652897.1
KY652905.1	East and south east asia	Viet Nam	2013	blast	Rhinolophus	Rhinolophus cf.	siamensis VTT-2017			Rhinolophus cf.: KY652905.1
KY652902.1	East and south east asia	Viet Nam	2014	blast	Rhinolophus	Rhinolophus cf.	siamensis VTT-2017			Rhinolophus cf.: KY652902.1
KY652906.1	East and south east asia	Viet Nam	2013	blast	Rhinolophus	Rhinolophus cf.	siamensis VTT-2017			Rhinolophus cf.: KY652906.1
KY652908.1	East and south east asia	Viet Nam	2015	blast	Rhinolophus	Rhinolophus cf.	macrotis Phia Oac VTT-2017			Rhinolophus cf.: KY652908.1
KY652898.1	East and south east asia	Viet Nam	2014	blast	Rhinolophus	Rhinolophus cf.	siamensis VTT-2017			Rhinolophus cf.: KY652898.1
KY652903.1	East and south east asia	Viet Nam	2012	blast	Rhinolophus	Rhinolophus cf.	siamensis VTT-2017			Rhinolophus cf.: KY652903.1
MN077621.1	East and south east asia	Viet Nam		blast	Rhinolophus	Rhinolophus macrotis	episcopus			Rhinolophus macrotis: MN077621.1
MN077616.1	East and south east asia	Viet Nam		blast	Rhinolophus	Rhinolophus macrotis	episcopus			Rhinolophus macrotis: MN077616.1
KU531360.1	East and south east asia	Viet Nam: Cat Tien National Park		blast	Rhinolophus	Rhinolophus pusillus				Rhinolophus pusillus: KU531360.1
MZ219221.1	East and south east asia	Viet Nam: Con Dao		blast	Hipposideros	Hipposideros cineraceus				Hipposideros cineraceus: MZ219221.1
JN106281.1	East and south east asia	"Viet Nam: Lang Son, Lan Dat"		blast	Rhinolophus	Rhinolophus pearsonii				Rhinolophus pearsonii: JN106281.1
OQ658598.1	East and south east asia	Viet Nam: Quang Tri	25-Aug-13	blast	Rhinolophus	Rhinolophus rex				Rhinolophus rex: OQ658598.1
LC406455.1	East and south east asia	"Viet Nam: Tuyen Quang province, Na Hang district, Thanh Tuong village, Nahang Nature Reserve"		blast	Hipposideros	Hipposideros cineraceus				Hipposideros cineraceus: LC406455.1
KX458067.1	East and south east asia	"Viet Nam: Xuan Son National Park, Phu Tho province"	04-Aug-15	blast	Hipposideros	Hipposideros cineraceus				Hipposideros cineraceus: KX458067.1
OR028843.1	Europe and Middle east	Yemen		blast	Rhinolophus	Rhinolophus clivosus				Rhinolophus clivosus: OR028843.1
OR028801.1	Europe and Middle east	Yemen		blast	Rhinolophus	Rhinolophus clivosus				Rhinolophus clivosus: OR028801.1
OR028806.1	Europe and Middle east	Yemen		blast	Rhinolophus	Rhinolophus clivosus				Rhinolophus clivosus: OR028806.1
OR028802.1	Europe and Middle east	Yemen		blast	Rhinolophus	Rhinolophus clivosus				Rhinolophus clivosus: OR028802.1
OR028807.1	Europe and Middle east	Yemen		blast	Rhinolophus	Rhinolophus clivosus				Rhinolophus clivosus: OR028807.1
OR028842.1	Europe and Middle east	Yemen		blast	Rhinolophus	Rhinolophus clivosus				Rhinolophus clivosus: OR028842.1
OR028844.1	Europe and Middle east	Yemen		blast	Rhinolophus	Rhinolophus clivosus				Rhinolophus clivosus: OR028844.1
OR028800.1	Europe and Middle east	Yemen		blast	Rhinolophus	Rhinolophus clivosus				Rhinolophus clivosus: OR028800.1
OR028845.1	Europe and Middle east	Yemen		blast	Rhinolophus	Rhinolophus clivosus				Rhinolophus clivosus: OR028845.1
OR028803.1	Europe and Middle east	Yemen		blast	Rhinolophus	Rhinolophus clivosus				Rhinolophus clivosus: OR028803.1
OQ111836.1	Africa	Zambia		blast	Hipposideros	Hipposideros caffer				Hipposideros caffer: OQ111836.1
OQ111837.1	Africa	Zambia		blast	Hipposideros	Hipposideros caffer				Hipposideros caffer: OQ111837.1
OQ224764.1	Africa	Zambia		blast	Rhinolophus	Rhinolophus mossambicus				Rhinolophus mossambicus: OQ224764.1
OQ224767.1	Africa	Zambia		blast	Rhinolophus	Rhinolophus clivosus				Rhinolophus clivosus: OQ224767.1
OQ224763.1	Africa	Zambia		blast	Rhinolophus	Rhinolophus fumigatus				Rhinolophus fumigatus: OQ224763.1
OQ224762.1	Africa	Zambia		blast	Rhinolophus	Rhinolophus sakejiensis				Rhinolophus sakejiensis: OQ224762.1
OQ224766.1	Africa	Zambia		blast	Rhinolophus	Rhinolophus mossambicus				Rhinolophus mossambicus: OQ224766.1
OQ224765.1	Africa	Zambia		blast	Rhinolophus	Rhinolophus fumigatus				Rhinolophus fumigatus: OQ224765.1
OQ224768.1	Africa	Zambia		blast	Rhinolophus	Rhinolophus clivosus				Rhinolophus clivosus: OQ224768.1
KU531382.1	Africa	Zambia: Kalenda		blast	Rhinolophus	Rhinolophus cf.	simulator SJP-2016			Rhinolophus cf.: KU531382.1
KU531341.1	Africa	Zambia: Kalenda 2		blast	Rhinolophus	Rhinolophus hildebrandti				Rhinolophus hildebrandti: KU531341.1
KU531267.1	Africa	Zambia: Kalenda 7		blast	Rhinolophus	Rhinolophus blasii				Rhinolophus blasii: KU531267.1
KU531376.1	Africa	Zambia: Kalenda 7		blast	Rhinolophus	Rhinolophus cf.	simulator SJP-2016			Rhinolophus cf.: KU531376.1
KU531365.1	Africa	Zambia: Kalenda 7		blast	Rhinolophus	Rhinolophus simulator				Rhinolophus simulator: KU531365.1
KU531379.1	Africa	Zambia: Kalenda 7		blast	Rhinolophus	Rhinolophus cf.	simulator SJP-2016			Rhinolophus cf.: KU531379.1
KU531342.1	Africa	Zambia: Leopard's Hill		blast	Rhinolophus	Rhinolophus hildebrandti				Rhinolophus hildebrandti: KU531342.1
Z-Rsi-01	This paper	Zambia: Shimabala	-	satolab	Rhinolophus	Rhinolophus simulator				Rhinolophus simulator: Z-Rsi-01
Z-Rsi-02	This paper	Zambia: Shimabala	-	satolab	Rhinolophus	Rhinolophus simulator				Rhinolophus simulator: Z-Rsi-02
Z-Rsi-03	This paper	Zambia: Shimabala	-	satolab	Rhinolophus	Rhinolophus simulator				Rhinolophus simulator: Z-Rsi-03
Z-Rsi-04	This paper	Zambia: Shimabala	-	satolab	Rhinolophus	Rhinolophus simulator				Rhinolophus simulator: Z-Rsi-04
KU531366.1	Africa	Zambia: Shimabala Cave		blast	Rhinolophus	Rhinolophus simulator				Rhinolophus simulator: KU531366.1
KU531384.1	Africa	Zambia: Shimabala Cave		blast	Rhinolophus	Rhinolophus cf.	simulator SJP-2016			Rhinolophus cf.: KU531384.1
Z-Rbla	This paper	Zambia: Suesueman	-	satolab	Rhinolophus	Rhinolophus blasii				Rhinolophus blasii: Z-Rbla
LC270144.1	Africa	"Zambia:Lusaka, Leopard's Hill Cave"	2012	blast	Rhinolophus	Rhinolophus hildebrandti				Rhinolophus hildebrandti: LC270144.1
JQ929299.1	Africa	Zimbabwe		blast	Rhinolophus	Rhinolophus cf.	hildebrandti			Rhinolophus cf.: JQ929299.1
KU531286.1	Africa	Zimbabwe: Chikuti		blast	Rhinolophus	Rhinolophus clivosus				Rhinolophus clivosus: KU531286.1
KU531367.1	Africa	Zimbabwe: Chikuti		blast	Rhinolophus	Rhinolophus simulator				Rhinolophus simulator: KU531367.1
KU531268.1	Africa	Zimbabwe: Chikuti		blast	Rhinolophus	Rhinolophus blasii				Rhinolophus blasii: KU531268.1
KU531329.1	Africa	Zimbabwe: Chikuti		blast	Rhinolophus	Rhinolophus fumigatus				Rhinolophus fumigatus: KU531329.1
KU531330.1	Africa	Zimbabwe: Chikuti		blast	Rhinolophus	Rhinolophus fumigatus				Rhinolophus fumigatus: KU531330.1
KU531377.1	Africa	Zimbabwe: Chinhoyi caves		blast	Rhinolophus	Rhinolophus cf.	simulator SJP-2016			Rhinolophus cf.: KU531377.1
KU531343.1	Africa	Zimbabwe: Chinhoyi caves		blast	Rhinolophus	Rhinolophus hildebrandti				Rhinolophus hildebrandti: KU531343.1
KU531344.1	Africa	Zimbabwe: Chinhoyi caves		blast	Rhinolophus	Rhinolophus hildebrandti				Rhinolophus hildebrandti: KU531344.1
KU531388.1	Africa	Zimbabwe: Dambanzara		blast	Rhinolophus	Rhinolophus cf.	simulator SJP-2016			Rhinolophus cf.: KU531388.1
KU531386.1	Africa	Zimbabwe: Dambanzara		blast	Rhinolophus	Rhinolophus cf.	simulator SJP-2016			Rhinolophus cf.: KU531386.1
KU531387.1	Africa	Zimbabwe: Dambanzara		blast	Rhinolophus	Rhinolophus cf.	simulator SJP-2016			Rhinolophus cf.: KU531387.1
KU531389.1	Africa	Zimbabwe: Dambanzara		blast	Rhinolophus	Rhinolophus cf.	simulator SJP-2016			Rhinolophus cf.: KU531389.1
KU531269.1	Africa	Zimbabwe: Grand Manyika		blast	Rhinolophus	Rhinolophus blasii				Rhinolophus blasii: KU531269.1
KU531331.1	Africa	Zimbabwe: Jiri Estate Triangle		blast	Rhinolophus	Rhinolophus fumigatus				Rhinolophus fumigatus: KU531331.1
KU531345.1	Africa	Zimbabwe: Kapatamukombe		blast	Rhinolophus	Rhinolophus hildebrandti				Rhinolophus hildebrandti: KU531345.1
KU531368.1	Africa	Zimbabwe: Mabura Cave		blast	Rhinolophus	Rhinolophus simulator				Rhinolophus simulator: KU531368.1
KU531334.1	Africa	Zimbabwe: Mana Pools Chitake		blast	Rhinolophus	Rhinolophus fumigatus				Rhinolophus fumigatus: KU531334.1
KU531355.1	Africa	Zimbabwe: Mana Pools Chitake		blast	Rhinolophus	Rhinolophus landeri				Rhinolophus landeri: KU531355.1
KU531333.1	Africa	Zimbabwe: Mana Pools Chitake		blast	Rhinolophus	Rhinolophus fumigatus				Rhinolophus fumigatus: KU531333.1
KU531354.1	Africa	Zimbabwe: Mana Pools Chitake		blast	Rhinolophus	Rhinolophus landeri				Rhinolophus landeri: KU531354.1
KU531348.1	Africa	Zimbabwe: Matobo		blast	Rhinolophus	Rhinolophus hildebrandti				Rhinolophus hildebrandti: KU531348.1
KU531298.1	Africa	Zimbabwe: Matopos		blast	Rhinolophus	Rhinolophus darlingi				Rhinolophus darlingi: KU531298.1
KU531288.1	Africa	Zimbabwe: Matopos		blast	Rhinolophus	Rhinolophus clivosus				Rhinolophus clivosus: KU531288.1
KU531287.1	Africa	Zimbabwe: Monaci Mine		blast	Rhinolophus	Rhinolophus clivosus				Rhinolophus clivosus: KU531287.1
KU531299.1	Africa	Zimbabwe: Mushandike		blast	Rhinolophus	Rhinolophus darlingi				Rhinolophus darlingi: KU531299.1
KU531349.1	Africa	Zimbabwe: Mushandike		blast	Rhinolophus	Rhinolophus hildebrandti				Rhinolophus hildebrandti: KU531349.1
KU531335.1	Africa	Zimbabwe: Muuyu weburi		blast	Rhinolophus	Rhinolophus fumigatus				Rhinolophus fumigatus: KU531335.1
KU531350.1	Africa	Zimbabwe: Muuyu weburi		blast	Rhinolophus	Rhinolophus hildebrandti				Rhinolophus hildebrandti: KU531350.1
KU531332.1	Africa	Zimbabwe: Muzarabani Bridge		blast	Rhinolophus	Rhinolophus fumigatus				Rhinolophus fumigatus: KU531332.1
EU934455.1	-			blast	Hipposideros	Hipposideros caffer				Hipposideros caffer: EU934455.1
KY864369.1	-			blast	Hipposideros	Hipposideros caffer				Hipposideros caffer: KY864369.1
HQ343250.1	-			blast	Hipposideros	Hipposideros aff.	ruber			Hipposideros aff.: HQ343250.1
HQ343261.1	-			blast	Hipposideros	Hipposideros aff.	ruber			Hipposideros aff.: HQ343261.1
EU934478.1	-			blast	Hipposideros	Hipposideros ruber				Hipposideros ruber: EU934478.1
HQ343253.1	-			blast	Hipposideros	Hipposideros aff.	ruber			Hipposideros aff.: HQ343253.1
JF320685.1	-			blast	Hipposideros	Hipposideros bicolor				Hipposideros bicolor: JF320685.1
HQ343259.1	-			blast	Hipposideros	Hipposideros aff.	ruber			Hipposideros aff.: HQ343259.1
JF320688.1	-			blast	Hipposideros	Hipposideros diadema				Hipposideros diadema: JF320688.1
JF320687.1	-			blast	Hipposideros	Hipposideros diadema				Hipposideros diadema: JF320687.1
HQ343252.1	-			blast	Hipposideros	Hipposideros aff.	ruber			Hipposideros aff.: HQ343252.1
HQ343260.1	-			blast	Hipposideros	Hipposideros aff.	ruber			Hipposideros aff.: HQ343260.1
HQ343247.1	-			blast	Hipposideros	Hipposideros aff.	ruber			Hipposideros aff.: HQ343247.1
EU934476.1	-			blast	Hipposideros	Hipposideros ruber				Hipposideros ruber: EU934476.1
EU934460.1	-			blast	Hipposideros	Hipposideros caffer				Hipposideros caffer: EU934460.1
HQ343263.1	-			blast	Hipposideros	Hipposideros aff.	ruber			Hipposideros aff.: HQ343263.1
EU934477.1	-			blast	Hipposideros	Hipposideros ruber				Hipposideros ruber: EU934477.1
HQ343254.1	-			blast	Hipposideros	Hipposideros aff.	ruber			Hipposideros aff.: HQ343254.1
OP894095.1	-			blast	Hipposideros	Hipposideros pratti				Hipposideros pratti: OP894095.1
HQ343258.1	-			blast	Hipposideros	Hipposideros aff.	ruber			Hipposideros aff.: HQ343258.1
EF544426.1	-			blast	Hipposideros	Hipposideros pratti				Hipposideros pratti: EF544426.1
HQ343244.1	-			blast	Hipposideros	Hipposideros aff.	ruber			Hipposideros aff.: HQ343244.1
EU934451.1	-			blast	Hipposideros	Hipposideros caffer				Hipposideros caffer: EU934451.1
HQ343251.1	-			blast	Hipposideros	Hipposideros aff.	ruber			Hipposideros aff.: HQ343251.1
FJ185183.1	-			blast	Hipposideros	Hipposideros ruber				Hipposideros ruber: FJ185183.1
HQ343262.1	-			blast	Hipposideros	Hipposideros aff.	ruber			Hipposideros aff.: HQ343262.1
HQ343243.1	-			blast	Hipposideros	Hipposideros aff.	ruber			Hipposideros aff.: HQ343243.1
HQ343240.1	-			blast	Hipposideros	Hipposideros aff.	ruber			Hipposideros aff.: HQ343240.1
JF320689.1	-			blast	Hipposideros	Hipposideros diadema				Hipposideros diadema: JF320689.1
EU934483.1	-			blast	Hipposideros	Hipposideros ruber				Hipposideros ruber: EU934483.1
EU934480.1	-			blast	Hipposideros	Hipposideros ruber				Hipposideros ruber: EU934480.1
EU934457.1	-			blast	Hipposideros	Hipposideros caffer				Hipposideros caffer: EU934457.1
MZ196220.1	-			blast	Hipposideros	Hipposideros pendleburyi				Hipposideros pendleburyi: MZ196220.1
EU934459.1	-			blast	Hipposideros	Hipposideros caffer				Hipposideros caffer: EU934459.1
HQ343242.1	-			blast	Hipposideros	Hipposideros aff.	ruber			Hipposideros aff.: HQ343242.1
EU934481.1	-			blast	Hipposideros	Hipposideros ruber				Hipposideros ruber: EU934481.1
EU934449.1	-			blast	Hipposideros	Hipposideros caffer				Hipposideros caffer: EU934449.1
HQ343249.1	-			blast	Hipposideros	Hipposideros aff.	ruber			Hipposideros aff.: HQ343249.1
EU934458.1	-			blast	Hipposideros	Hipposideros caffer				Hipposideros caffer: EU934458.1
EU934452.1	-			blast	Hipposideros	Hipposideros caffer				Hipposideros caffer: EU934452.1
HQ343257.1	-			blast	Hipposideros	Hipposideros aff.	ruber			Hipposideros aff.: HQ343257.1
OP894100.1	-			blast	Hipposideros	Hipposideros pratti				Hipposideros pratti: OP894100.1
HQ343241.1	-			blast	Hipposideros	Hipposideros aff.	ruber			Hipposideros aff.: HQ343241.1
EU934484.1	-			blast	Hipposideros	Hipposideros ruber				Hipposideros ruber: EU934484.1
EU934485.1	-			blast	Hipposideros	Hipposideros ruber				Hipposideros ruber: EU934485.1
EU934450.1	-			blast	Hipposideros	Hipposideros caffer				Hipposideros caffer: EU934450.1
EU934479.1	-			blast	Hipposideros	Hipposideros ruber				Hipposideros ruber: EU934479.1
EU934482.1	-			blast	Hipposideros	Hipposideros ruber				Hipposideros ruber: EU934482.1
KX261914.1	-			blast	Rhinolophus	Rhinolophus macrotis				Rhinolophus macrotis: KX261914.1
KX261916.1	-			blast	Rhinolophus	Rhinolophus macrotis				Rhinolophus macrotis: KX261916.1
MH029805.1	-			blast	Rhinolophus	Rhinolophus ferrumequinum				Rhinolophus ferrumequinum: MH029805.1
EF544411.1	-			blast	Rhinolophus	Rhinolophus ferrumequinum				Rhinolophus ferrumequinum: EF544411.1
GQ257313.1	-			blast	Rhinolophus	Rhinolophus pearsonii				Rhinolophus pearsonii: GQ257313.1
KR346912.1	-			blast	Rhinolophus	Rhinolophus pusillus				Rhinolophus pusillus: KR346912.1
